title.x,author.x,author_last.x,title.y,author.y,author_last.y,text_string,occurs,publication_country,formatted_address,country_long,admin_1_long,locality,lat,lon,dist
murder on the brighton express ,"Marston, Edward",Marston,Murder on the Brighton Express,"Marston, Edward",Marston,brighton,110,GB,"Brighton, The City of Brighton and Hove, UK",United Kingdom,England,Brighton,50.82253,-0.137163,0
song of solomon ,"Morrison, Toni",Morrison,Song of Solomon,"Morrison, Toni",Morrison,macon,169,US,"Macon, GA, USA",United States,Georgia,Macon,32.84069,-83.6324,0
the queen of springtime ,"Silverberg, Robert",Silverberg,The queen of springtime,"Silverberg, Robert",Silverberg,great world,50,US,"Great World Express, 518 Eccles Ave, South San Francisco, CA 94080, USA",United States,California,South San Francisco,37.65973,-122.3912,0
when the light goes : a novel ,"McMurtry, Larry",McMurtry,When the light goes : a novel,"McMurtry, Larry",McMurtry,thalia,40,US,"Thalia, 828 8th Ave, New York, NY 10019, USA",United States,New York,New York,40.76205,-73.98596,0
daughters of copper woman ,"Cameron, Anne",Cameron,Daughters of Copper Woman,"Cameron, Anne",Cameron,nootka,5,CA,"Nootka Elementary School, 3375 Nootka St, Vancouver, BC V5M 3N2, Canada",Canada,British Columbia,Vancouver,49.2538,-123.0421,0
the eternal husband and other stories ,"Dostoyevsky, Fyodor",Dostoyevsky,The eternal husband and other stories,"Dostoyevsky, Fyodor",Dostoyevsky,petersburg,42,US,"Petersburg, VA, USA",United States,Virginia,Petersburg,37.22793,-77.40193,0
the infernal desire machines of doctor hoffman ,"Carter, Angela",Carter,The infernal desire machines of Doctor Hoffman: a novel,"Carter, Angela",Carter,albertina,18,GB,"Albertina, Albertinaplatz 1, 1010 Wien, Austria",Austria,Wien,Wien,48.2046992,16.3681824,0
pavilion of women ,"Buck, Pearl S.",Buck,Pavilion of women,"Buck, Pearl S.",Buck,linyi,152,US,"Linyi, Shandong, China",China,Shandong,Linyi,35.104674,118.356414,0
the page turner : a novel ,"Leavitt, David",Leavitt,The page turner : a novel,"Leavitt, David",Leavitt,rome,41,US,"Rome, Italy",Italy,Lazio,Rome,41.90278,12.49637,0
"julia and the bazooka, and other stories ","Kavan, Anna",Kavan,"Julia and the bazooka, and other stories","Kavan, Anna",Kavan,china,2,US,China,China,,,35.86166,104.1954,0
the forsyte saga ,"Galsworthy, John",Galsworthy,The Forsyte saga,"Galsworthy, John",Galsworthy,london,114,DE,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
farmer in the sky ,"Heinlein, Robert A.",Heinlein,Farmer in the sky,"Heinlein, Robert A.",Heinlein,europa,10,,Europe,,,,54.5259614,15.2551187,0
the end of the affair ,"Greene, Graham",Greene,The end of the affair,"Greene, Graham",Greene,waterbury,21,US,"Waterbury, CT, USA",United States,Connecticut,Waterbury,41.5581525,-73.0514965,0
the tale of the unknown island ,"Saramago, José",Saramago,The tale of the unknown island,"Saramago, José",Saramago,unknown island,3,PT,"Unknown, Grindavik, Iceland",Iceland,Southern Peninsula Region,Grindavik,63.84213,-22.40913,0
his vanished star ,"Murfree, Mary Noailles",Murfree,His vanished star,"Murfree, Mary Noailles",Murfree,adelicia,12,US,"Adelicia Condominium, 900 20th Ave S, Nashville, TN 37212, USA",United States,Tennessee,Nashville,36.148657,-86.797241,0
bird at my window ,"Guy, Rosa",Guy,Bird at my window,"Guy, Rosa",Guy,harlem,33,US,"Harlem, New York, NY, USA",United States,New York,New York,40.8115504,-73.9464769,0
24 hours ,"Iles, Greg",Iles,24 hours,"Iles, Greg",Iles,hazlehurst,22,US,"Hazlehurst, MS 39083, USA",United States,Mississippi,Hazlehurst,31.86044,-90.39593,0
the house on the borderland ,"Hodgson, William Hope",Hodgson,The house on the borderland,"Hodgson, William Hope",Hodgson,gardens,4,US,"Denver Botanic Gardens, 1007 York St, Denver, CO 80206, USA",United States,Colorado,Denver,39.73206,-104.9601,0
"alexander pushkin, complete prose fiction ","Pushkin, Aleksandr Sergeevich",Pushkin,The prose tales of Alexander Poushkin,"Pushkin, Aleksandr Sergeevich",Pushkin,orenburg,40,,"Orenburg, Orenburg Oblast, Russia",Russia,Orenburg Oblast,Orenburg,51.7666482,55.1004538,0
the illustrated man ,"Bradbury, Ray",Bradbury,The illustrated man,"Bradbury, Ray",Bradbury,new york,31,US,"New York, NY, USA",United States,New York,New York,40.7127837,-74.0059413,0
the rainbow trail ,"Grey, Zane",Grey,The rainbow trail,"Grey, Zane",Grey,shefford,484,US,"Shefford, Shefford, Central Bedfordshire SG17, UK",United Kingdom,England,Shefford,52.038699,-0.333947,0
the regent's daughter.,"Dumas, Alexandre",Dumas,The regent's daughter,"Dumas, Alexandre",Dumas,paris,99,US,"Paris, France",France,Île-de-France,Paris,48.856614,2.3522219,0
the american senator ,"Trollope, Anthony",Trollope,The American senator,"Trollope, Anthony",Trollope,london,40,DE,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
tortoise by candlelight.,"Bawden, Nina",Bawden,Tortoise by candlelight,"Bawden, Nina",Bawden,london,13,US,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
the moon is down ,"Steinbeck, John",Steinbeck,The moon is down : a novel,"Steinbeck, John",Steinbeck,england,6,GB,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
peder victorious; a tale of the pioneers twenty years later. ,"Rølvaag, O. E.",Rølvaag,Peder Victorious: a tale of the pioneers twenty years later,"Rølvaag, O. E.",Rølvaag,norway,44,US,Norway,Norway,,,60.472024,8.468946,0
s. ,"Updike, John",Updike,S,"Updike, John",Updike,india,26,US,India,India,,,20.59368,78.96288,0
the uncollected wodehouse ,"Wodehouse, P. G.",Wodehouse,The uncollected Wodehouse,"Wodehouse, P. G.",Wodehouse,dunstable,75,US,"Dunstable, Central Bedfordshire, UK",United Kingdom,England,Dunstable,51.88564,-0.52039,0
act of the damned ,"Antunes, António Lobo",Antunes,Act of the damned,"Antunes, António Lobo",Antunes,lisbon,36,GB,"Lisbon, Portugal",Portugal,Lisbon,Lisbon,38.72225,-9.139337,0
you remind me of me : a novel ,"Chaon, Dan",Chaon,You remind me of me : a novel,"Chaon, Dan",Chaon,chicago,53,US,"Chicago, IL, USA",United States,Illinois,Chicago,41.87811,-87.6298,0
magic for beginners : stories ,"Link, Kelly",Link,Magic for beginners,"Link, Kelly",Link,las vegas,24,US,"Las Vegas, NV, USA",United States,Nevada,Las Vegas,36.16994,-115.1398,0
the untouchable ,"Banville, John",Banville,The untouchable,"Banville, John",Banville,london,60,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the crepes of wrath ,"Myers, Tamar",Myers,The crepes of wrath : a Pennsylvania Dutch mystery with recipes,"Myers, Tamar",Myers,pennsylvania,21,US,"Pennsylvania, USA",United States,Pennsylvania,,41.20332,-77.19452,0
three days as the crow flies : a novel ,"Simmons, Danny",Simmons,Three days as the crow flies : a novel,"Simmons, Danny",Simmons,brooklyn,37,US,"Brooklyn, NY, USA",United States,New York,New York,40.67818,-73.94416,0
resistance ,"Lopez, Barry Holstun",Lopez,Resistance,"Lopez, Barry Holstun",Lopez,urumchi,15,US,"Urumqi, Xinjiang, China",China,Xinjiang,Urumqi,43.82559,87.61685,0
nausea = la nausée ,"Sartre, Jean-Paul",Sartre,Nausea,"Sartre, Jean-Paul",Sartre,bouville,44,US,"Bouville, France",France,Upper Normandy,Bouville,49.5577479,0.891422,0
under the silk cotton tree : a novel ,"Buffong, Jean",Buffong,Under the silk cotton tree : a novel,"Buffong, Jean",Buffong,grenada,52,GB,Grenada,Grenada,,,12.1165,-61.679,0
from time to time : a novel ,"Finney, Jack",Finney,From time to time : a novel,"Finney, Jack",Finney,new york,75,US,"New York, NY, USA",United States,New York,New York,40.71278,-74.00594,0
murder by matchlight ,"Lorac, E. C. R.",Lorac,Murder by matchlight (A Chief-Inspector MacDonald mystery),"Lorac, E. C. R",Lorac,mallaig,122,US,"Mallaig, Highland, UK",United Kingdom,Scotland,Mallaig,57.003813,-5.827173,1
the devil riding ,"Wesley, Valerie Wilson",Wesley,The devil riding,"Wesley, Valerie Wilson",Wesley,atlantic city,31,US,"Atlantic City, NJ, USA",United States,New Jersey,Atlantic City,39.36428,-74.42293,0
preface to a life ,"Gale, Zona",Gale,Preface to a life,"Gale, Zona",Gale,chicago,42,US,"Chicago, IL, USA",United States,Illinois,Chicago,41.8781136,-87.6297982,0
soldiers' pay ,"Faulkner, William",Faulkner,Soldiers' pay,"Faulkner, William",Faulkner,yaphank,35,US,"Yaphank, NY, USA",United States,New York,Yaphank,40.8367653,-72.9170487,0
baudolino ,"Eco, Umberto",Eco,Baudolino,"Eco, Umberto",Eco,paris,63,US,"Paris, France",France,Île-de-France,Paris,48.85661,2.352222,0
the man who knew too much ,"Chesterton, G. K.",Chesterton,The man who knew too much,"Chesterton, G. K.",Chesterton,england,22,US,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
family : a novel ,"Cooper, J. California",Cooper,Family : a novel,"Cooper, J. California",Cooper,virginia,12,US,"Virginia, USA",United States,Virginia,,37.43157,-78.65689,0
the twelfth card ,"Deaver, Jeffery",Deaver,The twelfth card : a Lincoln Rhyme novel,"Deaver, Jeffery",Deaver,geneva,421,US,"Geneva, Switzerland",Switzerland,Geneva,Geneva,46.20439,6.143158,0
the fifth sacred thing ,Starhawk,Starhawk,The fifth sacred thing,Starhawk,Starhawk,southlands,21,US,"Southlands, 6155 S Main St, Aurora, CO 80016, USA",United States,Colorado,Aurora,39.60493,-104.7091,0
the informer ,"O'Flaherty, Liam",O'Flaherty,The informer,"O'Flaherty, Liam",O'Flaherty,dublin,12,US,"Dublin, Ireland",Ireland,Dublin,Dublin,53.3498053,-6.2603097,0
the silence: an anti-novel and absolutely the very last protocol ,"Bjørneboe, Jens",Bjørneboe,The silence : an anti-novel and absolutely the very last protocol,"Bjørneboe, Jens",Bjørneboe,europe,77,GB,Europe,,,,54.52596,15.25512,0
merrick ,"Rice, Anne",Rice,Merrick : a novel,"Rice, Anne",Rice,new orleans,59,US,"New Orleans, LA, USA",United States,Louisiana,New Orleans,29.95107,-90.07153,0
grave mistake ,"Marsh, Ngaio",Marsh,Grave mistake and two other great mysteries,"Marsh, Ngaio",Marsh,london,39,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
jackson's dilemma ,"Murdoch, Iris",Murdoch,Jackson's dilemma,"Murdoch, Iris",Murdoch,london,117,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the various haunts of men ,"Hill, Susan",Hill,The various haunts of men : a Simon Serrailler crime novel,"Hill, Susan",Hill,london,25,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the league of extraordinary gentlemen. the tempest ,"Moore, Alan",Moore,The League of Extraordinary Gentlemen,"Moore, Alan",Moore,london,10,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
the league of extraordinary gentlemen. the tempest ,"Moore, Alan",Moore,Top 10,"Moore, Alan",Moore,us,12,US,United States,United States,,,37.09024,-95.71289,0
larry's party ,"Shields, Carol",Shields,Larry's party,"Shields, Carol",Shields,winnipeg,71,GB,"Winnipeg, MB, Canada",Canada,Manitoba,Winnipeg,49.89975,-97.13749,0
once and forever : the tales of kenji miyazawa ,"Miyazawa, Kenji",Miyazawa,Once and forever : the tales of Kenji Miyazawa,"Miyazawa, Kenji",Miyazawa,hills,6,GB,"Hill's Pet Nutrition, 320 NE Crane St, Topeka, KS 66603, USA",United States,Kansas,Topeka,39.05976,-95.66515,0
palace walk ,"Maḥfūẓ, Najīb",Maḥfūẓ,Palace walk,"Maḥfūẓ, Najīb",Maḥfūẓ,egypt,28,US,Egypt,Egypt,,,26.82055,30.8025,0
a dangerous encounter ,"Jünger, Ernst",Jünger,A dangerous encounter,"Jünger, Ernst",Jünger,london,13,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
dark assassin ,"Perry, Anne",Perry,Dark assassin : a novel,"Perry, Anne",Perry,runcorn,222,US,"Runcorn, Halton, UK",United Kingdom,England,Runcorn,53.34208,-2.729673,0
disgrace ,"Coetzee, J. M.",Coetzee,Disgrace,"Coetzee, J. M",Coetzee,cape town,17,GB,"Cape Town, South Africa",South Africa,Western Cape,Cape Town,-33.92487,18.42406,1
"white-jacket ; or, the world in a man-of-war ","Melville, Herman",Melville,"White-Jacket or, The world in a man-of-war","Melville, Herman",Melville,neversink,92,US,"Neversink, NY 12765, USA",United States,New York,Neversink,41.8448528,-74.62502,0
the fanatics.,"Dunbar, Paul Laurence",Dunbar,The fanatics,"Dunbar, Paul Laurence",Dunbar,ohio,27,US,"Ohio, USA",United States,Ohio,,40.4172871,-82.907123,0
guilty pleasures ,"Hamilton, Laurell K.",Hamilton,Guilty pleasures,"Hamilton, Laurell K",Hamilton,st louis,4,US,"St. Louis, MO, USA",United States,Missouri,St. Louis,38.627,-90.1994,1
divided allegiance ,"Moon, Elizabeth",Moon,Divided allegiance,"Moon, Elizabeth",Moon,paks,21,US,"Paks Martial Arts, Haynes Square, Hwy. 190 West, Onalaska, TX 77360, USA",United States,Texas,Onalaska,30.80575,-95.11633,0
killing color ,"Sherman, Charlotte Watson",Sherman,Killing color,"Sherman, Charlotte Watson",Sherman,negril,42,US,"Negril, Jamaica",Jamaica,Westmoreland Parish,Negril,18.26831,-78.34724,0
"the conspirators : or, the chevalier d'harmental ","Dumas, Alexandre",Dumas,The conspirators,"Dumas, Alexandre",Dumas,france,129,US,France,France,,,46.227638,2.213749,0
a world to win ,"Sinclair, Upton",Sinclair,A world to win,"Sinclair, Upton",Sinclair,france,129,US,France,France,,,46.227638,2.213749,0
george & rue ,"Clarke, George Elliott",Clarke,George & Rue,"Clarke, George Elliott",Clarke,fredericton,43,GB,"Fredericton, NB, Canada",Canada,New Brunswick,Fredericton,45.96359,-66.64312,0
robert helmont ,"Daudet, Alphonse",Daudet,Robert Helmont,"Daudet, Alphonse",Daudet,paris,37,GB,"Paris, France",France,Île-de-France,Paris,48.856614,2.3522219,0
the years of rice and salt ,"Robinson, Kim Stanley",Robinson,The years of rice and salt,"Robinson, Kim Stanley",Robinson,china,143,US,China,China,,,35.86166,104.1954,0
"the moon is down, a novel ","Steinbeck, John",Steinbeck,The moon is down : a novel,"Steinbeck, John",Steinbeck,england,6,GB,"England, UK",United Kingdom,England,,52.3555177,-1.1743197,0
the surface of earth ,"Price, Reynolds",Price,The surface of Earth,"Price, Reynolds",Price,richmond,106,US,"Richmond, VA, USA",United States,Virginia,Richmond,37.54072,-77.43605,0
the end of the battle.,"Waugh, Evelyn",Waugh,The end of the battle,"Waugh, Evelyn",Waugh,london,46,,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
the martian chronicles ,"Bradbury, Ray",Bradbury,The Martian chronicles,"Bradbury, Ray",Bradbury,dc,21,US,"Washington, DC, USA",United States,District of Columbia,Washington,38.9071923,-77.0368707,0
the landlord.,"Lattany, Kristin Hunter",Lattany,The landlord,"Lattany, Kristin Hunter",Lattany,borden,17,US,"Borden Milk Products, 805 W Front St, Tyler, TX 75702, USA",United States,Texas,Tyler,32.3471482,-95.3090681,0
the remains of river names ,"Briggs, Matt",Briggs,The remains of river names,"Briggs, Matt",Briggs,seattle,22,US,"Seattle, WA, USA",United States,Washington,Seattle,47.60621,-122.3321,0
aunt dimity beats the devil ,"Atherton, Nancy",Atherton,Aunt Dimity beats the Devil,"Atherton, Nancy",Atherton,northumberland,15,US,"Northumberland, UK",United Kingdom,England,,55.20825,-2.078414,0
the expected one ,"McGowan, Kathleen",McGowan,The expected one,"McGowan, Kathleen",McGowan,jerusalem,79,US,"Jerusalem, Israel",Israel,Jerusalem District,Jerusalem,31.76832,35.21371,0
joy street.,"Keyes, Frances Parkinson",Keyes,Joy Street,"Keyes, Frances Parkinson",Keyes,boston,130,US,"Boston, MA, USA",United States,Massachusetts,Boston,42.3600825,-71.0588801,0
the haunted bookshop ,"Morley, Christopher",Morley,The haunted bookshop,"Morley, Christopher",Morley,brooklyn,38,US,"Brooklyn, NY, USA",United States,New York,New York,40.6781784,-73.9441579,0
"junky : the definitive text of ""junk"" ","Burroughs, William S.",Burroughs,Junky: originally published as Junkie under the pen-name of William Lee,"Burroughs, William S",Burroughs,new orleans,22,US,"New Orleans, LA, USA",United States,Louisiana,New Orleans,29.95107,-90.07153,1
sense and sensibility ,"Austen, Jane",Austen,Sense and sensibility : a novel,"Austen, Jane",Austen,london,31,US,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
gone with the wind ,"Mitchell, Margaret",Mitchell,Gone with the wind,"Mitchell, Margaret",Mitchell,atlanta,479,US,"Atlanta, GA, USA",United States,Georgia,Atlanta,33.7489954,-84.3879824,0
the road ,"Ehle, John",Ehle,The road,"Ehle, John",Ehle,cumberland,66,US,"Cumberland, MD, USA",United States,Maryland,Cumberland,39.6528654,-78.7625185,0
polgara the sorceress ,"Eddings, David",Eddings,Polgara the sorceress,"Eddings, David",Eddings,asturia,90,US,"Asturias, Spain",Spain,Asturias,,43.3614,-5.859327,0
the haunting of lamb house ,"Aiken, Joan",Aiken,The haunting of Lamb House,"Aiken, Joan",Aiken,london,15,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
waterlily ,"Deloria, Ella Cara",Deloria,Waterlily,"Deloria, Ella Cara",Deloria,sioux,47,US,"Big Sioux River, United States",United States,,,43.61546,-96.75031,0
the mermaid's child ,"Baker, Jo",Baker,The mermaid's child,"Baker, Jo",Baker,western isles,4,GB,"Outer Hebrides, Na h-Eileanan an Iar HS5, UK",United Kingdom,,,57.76,-7.02,0
antrax ,"Brooks, Terry",Brooks,Anthrax,"Brooks, Terry",Brooks,druid,36,US,"The Druid, 1357 Cambridge St, Cambridge, MA 02139, USA",United States,Massachusetts,Cambridge,42.37378,-71.10019,0
blood on the forge; a novel. ,"Attaway, William",Attaway,Blood on the forge a novel,"Attaway, William",Attaway,chinatown,420,US,"Chinatown, 3407 Greystone Dr, Austin, TX 78731, USA",United States,Texas,Austin,30.3565811,-97.747486,0
outer dark ,"McCarthy, Cormac",McCarthy,Outer dark,"McCarthy, Cormac",McCarthy,johnson county,6,US,"Johnson County, KS, USA",United States,Kansas,,38.845412,-94.8520636,0
world without end ,"Follett, Ken",Follett,WORLD WITHOUT END,"Follett, Ken",Follett,kingsbridge,444,GB,"Kingsbridge, Devon, UK",United Kingdom,England,Kingsbridge,50.28395,-3.777493,0
"friday's footprints, and other stories.","Gordimer, Nadine",Gordimer,Friday's footprint : and other stories,"Gordimer, Nadine",Gordimer,johannesburg,37,,"Johannesburg, South Africa",South Africa,Gauteng,Johannesburg,-26.2041028,28.0473051,0
casa rossa ,"Marciano, Francesca",Marciano,Casa Rossa,"Marciano, Francesca",Marciano,rome,55,GB,"Rome, Italy",Italy,Lazio,Rome,41.90278,12.49637,0
uncle tom's children ,"Wright, Richard",Wright,Uncle Tom's children,"Wright, Richard",Wright,pa,11,,"Pennsylvania, USA",United States,Pennsylvania,,41.2033216,-77.1945247,0
eyeless in gaza ,"Huxley, Aldous",Huxley,Eyeless in Gaza,"Huxley, Aldous",Huxley,london,25,,"London, UK",United Kingdom,England,London,51.5073509,-0.1277583,0
montana 1948 ,"Watson, Larry",Watson,Montana 1948 : a novel,"Watson, Larry",Watson,montana,46,US,"Montana, USA",United States,Montana,,46.87968,-110.3626,0
a kiss of shadows ,"Hamilton, Laurell K.",Hamilton,A kiss of shadows,"Hamilton, Laurell K",Hamilton,los angeles,18,US,"Los Angeles, CA, USA",United States,California,Los Angeles,34.05223,-118.2437,1
the battle of the villa fiorita ,"Godden, Rumer",Godden,The battle of the Villa Fiorita,"Godden, Rumer",Godden,italy,37,US,Italy,Italy,,,41.87194,12.56738,0
a salzburg comedy. ,"Kästner, Erich",Kästner,A Salzburg comedy,"Kästner, Erich",Kästner,salzburg,63,US,"Salzburg, Austria",Austria,Salzburg,Salzburg,47.80949,13.05501,0
annie jordan: a novel of seattle.,"Post, Mary Brinker",Post,Annie Jordan : a novel of Seattle,"Post, Mary Brinker",Post,seattle,60,US,"Seattle, WA, USA",United States,Washington,Seattle,47.6062095,-122.3320708,0
the art of racing in the rain : a novel ,"Stein, Garth",Stein,The art of racing in the rain : a novel,"Stein, Garth",Stein,seattle,19,US,"Seattle, WA, USA",United States,Washington,Seattle,47.60621,-122.3321,0
potiki ,"Grace, Patricia",Grace,Potiki,"Grace, Patricia",Grace,miria,4,NZ,"Miria Systems, 2570 Boulevard of the Generals, Norristown, PA 19403, USA",United States,Pennsylvania,Norristown,40.12628,-75.40298,0
light from heaven ,"Karon, Jan",Karon,Light from heaven,"Karon, Jan",Karon,mitford,40,US,"Mitford School, 110 Quigley Dr, Cochrane, AB T4C 1Y1, Canada",Canada,Alberta,Cochrane,51.1956,-114.4997,0
dream angus : the celtic god of dreams ,"McCall Smith, Alexander",McCall Smith,Dream Angus : the Celtic god of dreams,"McCall Smith, Alexander",McCall Smith,scotland,13,GB,"Scotland, UK",United Kingdom,Scotland,,56.49067,-4.202646,0
village diary ,"Read, Miss",Read,Village diary,"Read, Miss",Read,fairacre,61,GB,"Fairacre, 4-7 Manchester St, Marylebone, London W1U 3AE, UK",United Kingdom,England,London,51.5181939,-0.1535803,0
"novels, 1886-1888 ","Howells, William Dean",Howells,"Novels, 1886-1888","Howells, William Dean",Howells,boston,178,US,"Boston, MA, USA",United States,Massachusetts,Boston,42.36008,-71.05888,0
joe ,"Brown, Larry",Brown,Joe : a novel,"Brown, Larry",Brown,london hill,10,US,"London Hill, Chelmsford, Essex CM2 8TN, UK",United Kingdom,,Chelmsford,51.69622,0.4588333,0
dark laughter ,"Anderson, Sherwood",Anderson,Dark laughter,"Anderson, Sherwood",Anderson,chicago,72,US,"Chicago, IL, USA",United States,Illinois,Chicago,41.8781136,-87.6297982,0
brides and sinners in el chuco : short stories ,"Granados, Christine",Granados,Brides and sinners in El Chuco : short stories,"Granados, Christine",Granados,el paso,11,US,"El Paso, TX, USA",United States,Texas,El Paso,31.76188,-106.485,0
the séance ,"Harwood, John",Harwood,The seance,"Harwood, John",Harwood,london,60,GB,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
deliverance ,"Dickey, James",Dickey,Deliverance,"Dickey, James",Dickey,oree,7,US,"Restaurant L'Orée Du Bois, 15 Kingsmere Rd, Chelsea, QC J9B 1A1, Canada",Canada,Québec,Chelsea,45.500869,-75.812497,0
true history of the kelly gang ,"Carey, Peter",Carey,True history of the Kelly gang,"Carey, Peter",Carey,benalla,33,US,"Benalla VIC 3672, Australia",Australia,Victoria,Benalla,-36.5515,145.9817,0
a is for alibi ,"Grafton, Sue",Grafton,A is for alibi : a Kinsey Millhone mystery,"Grafton, Sue",Grafton,santa teresa,21,US,"Santa Teresa Golf Club, 260 Bernal Rd, San Jose, CA 95119, USA",United States,California,San Jose,37.21967,-121.7771,0
the enigma of arrival : a novel ,"Naipaul, V. S.",Naipaul,The enigma of arrival : a novel,"Naipaul, V. S.",Naipaul,london,102,US,"London, UK",United Kingdom,England,London,51.50735,-0.1277583,0
from the black hills ,"Troy, Judy",Troy,From the Black Hills,"Troy, Judy",Troy,brookings,15,US,"The Brookings Institution, 1775 Massachusetts Ave NW, Washington, DC 20036, USA",United States,District of Columbia,Washington,38.90908,-77.04058,0
"oroonoko; or, the royal slave. ","Behn, Aphra",Behn,"Oroonoko or, The royal slave","Behn, Aphra",Behn,england,5,US,"England, UK",United Kingdom,England,,52.35552,-1.17432,0
peony : [a novel of china] ,"Buck, Pearl S.",Buck,Peony,"Buck, Pearl S.",Buck,peony,17,,"Peony's Envy, 34 Autumn Hill Rd, Bernardsville, NJ 07924, USA",United States,New Jersey,Bernardsville,40.731028,-74.580843,0
selected short stories of william faulkner.,"Faulkner, William",Faulkner,Selected short stories of William Faulkner,"Faulkner, William",Faulkner,memphis,38,US,"Memphis, TN, USA",United States,Tennessee,Memphis,35.1495343,-90.0489801,0
the kingdom of this world ,"Carpentier, Alejo",Carpentier,The kingdom of this world,"Carpentier, Alejo",Carpentier,paris,15,GB,"Paris, France",France,Île-de-France,Paris,48.85661,2.352222,0
the indian lawyer ,"Welch, James",Welch,The Indian lawyer,"Welch, James",Welch,montana,48,US,"Montana, USA",United States,Montana,,46.87968,-110.3626,0
nickel mountain : a pastoral novel ,"Gardner, John",Gardner,Nickel mountain a pastoral novel,"Gardner, John",Gardner,utica,16,US,"Utica, NY, USA",United States,New York,Utica,43.100903,-75.232664,0
mystery in the channel ,"Crofts, Freeman Wills",Crofts,Mystery in the English channel,"Crofts, Freeman Wills",Crofts,newhaven,46,US,"New Haven, CT, USA",United States,Connecticut,New Haven,41.308274,-72.9278835,0
a ghost in the closet : a hardly boys mystery ,"Maney, Mabel",Maney,A ghost in the closet : a Hardly boys mystery,"Maney, Mabel",Maney,illinois,19,US,"Illinois, USA",United States,Illinois,,40.63312,-89.39853,0
